"Аналитика по зарплатам и городам"
"для профессии ERP-специалист"
""
"Статистика по годам"
"Средняя       Средняя      Количество     Количество"
"Год    зарплата   зарплата ERP-    вакансий    вакансий - ERP-"
"специалист                    специалист"
"2005    93601          0            1836             0"
""
"2006    93582          0            16229            0"
""
"2007    102279         0            24000            0"
""
"2008    81834          0            30627            0"
""
"2009    53351          0            20989            0"
""
"2010    49933          0            31930            0"
""
"2011    53387          0            42282            0"
""
"2012    52049          0            49309            0"
""
"2013    56452          0            68149            0"
""
"2014    51993          0            75828            0"
""
"2015    52695          0            78934            0"
""
"2016    62735          0            85740            0"
""
"2017    61908          0            95811            0"
""
"2018    67679          0           149308            0"
"2019   71828   0   130763   0"
""
"2020   72595   0   115116   0"
""
"2021   84102   0   65205    0"
""
"2022   97903   0   20685    0"
""
